event_id,user_id,title_id,watch_date,watch_hour,device_type,minutes_watched,completed
30237,1861,355,2022-11-21,6,Web,34,0
30238,480,375,2022-12-14,15,TV,34,0
30239,1538,151,2024-05-25,23,Web,149,1
30240,1540,398,2022-06-30,8,Mobile,20,0
30241,487,498,2023-05-07,23,TV,83,1
30242,24,149,2024-01-04,0,Mobile,81,0
30243,500,237,2022-03-18,1,Mobile,148,1
30244,538,425,2022-06-23,8,TV,85,1
30245,1490,111,2024-10-02,17,Mobile,167,1
30246,1063,346,2024-03-09,4,TV,76,1
30247,861,15,2022-12-31,6,Mobile,15,0
30248,953,485,2023-05-03,3,TV,71,0
30249,1906,36,2023-02-14,2,TV,8,0
30250,1881,11,2024-10-20,21,Web,25,0
30251,52,209,2024-03-24,4,Mobile,153,1
30252,1688,396,2022-09-12,12,Web,13,0
30253,723,105,2022-04-05,17,TV,20,0
30254,1504,312,2023-06-17,12,Mobile,139,1
30255,1970,170,2024-05-31,8,Mobile,145,1
30256,1029,495,2024-07-21,3,TV,154,1
30257,1249,237,2022-04-23,22,Mobile,27,0
30258,858,222,2023-12-12,22,TV,44,0
30259,150,10,2023-05-19,10,Mobile,94,1
30260,74,140,2022-08-13,8,TV,42,0
30261,721,9,2023-08-16,15,TV,46,0
30262,1644,440,2022-03-19,14,TV,126,1
30263,683,239,2022-03-03,1,Mobile,154,1
30264,862,163,2023-09-07,1,Mobile,62,1
30265,1063,124,2022-07-04,2,TV,129,1
30266,642,352,2023-09-15,12,Mobile,67,1
30267,980,322,2024-12-07,18,Web,58,0
30268,1214,166,2022-08-24,1,TV,34,0
30269,1703,143,2024-02-28,14,Tablet,19,0
30270,1509,473,2024-05-15,10,Mobile,120,1
30271,1636,30,2022-05-21,4,Mobile,8,0
30272,1047,264,2022-09-16,20,Web,177,1
30273,1398,484,2022-08-22,7,TV,82,0
30274,300,160,2024-11-30,1,TV,14,0
30275,296,30,2023-10-05,8,Mobile,95,1
30276,1844,412,2024-02-19,9,TV,133,1
30277,1209,452,2022-05-11,1,Web,161,1
30278,226,32,2023-10-26,6,Mobile,10,0
30279,816,190,2023-09-04,4,Mobile,39,0
30280,1940,47,2023-12-19,4,Mobile,100,1
30281,43,450,2023-05-05,22,Mobile,77,1
30282,885,419,2022-01-08,9,TV,28,0
30283,1674,408,2023-12-30,11,Mobile,65,0
30284,1894,162,2023-01-31,22,Mobile,132,1
30285,738,358,2022-10-14,3,TV,123,1
30286,1830,89,2024-08-07,11,Mobile,164,1
30287,1433,74,2022-07-08,5,TV,62,0
30288,813,294,2024-10-06,14,TV,112,1
30289,1559,484,2023-06-23,0,TV,82,0
30290,1601,128,2022-07-29,20,TV,156,1
30291,551,235,2024-07-13,14,Tablet,31,0
30292,180,494,2024-09-10,2,Mobile,120,1
30293,1562,213,2024-11-02,1,Mobile,37,0
30294,166,411,2023-02-13,8,TV,51,1
30295,1557,343,2024-10-09,13,TV,93,1
30296,712,445,2024-02-02,0,Web,157,1
30297,1406,168,2023-03-08,19,TV,165,1
30298,1220,417,2024-08-16,2,TV,76,0
30299,77,412,2023-07-18,2,Web,93,1
30300,19,443,2022-09-01,6,TV,52,0
30301,1260,453,2024-03-31,13,TV,131,1
30302,1031,169,2022-05-29,14,Mobile,99,1
30303,88,414,2022-11-18,0,Web,177,1
30304,1952,337,2023-06-02,10,TV,147,1
30305,478,46,2023-10-19,22,Mobile,137,1
30306,1717,454,2023-11-14,4,TV,177,1
30307,234,361,2024-06-18,23,Mobile,31,0
30308,465,343,2023-09-14,1,Mobile,58,0
30309,1058,35,2023-07-11,15,Mobile,29,0
30310,1057,499,2024-01-15,11,Mobile,95,1
30311,1208,485,2023-07-17,12,Web,100,1
30312,343,433,2024-10-02,0,Web,179,1
30313,529,169,2023-03-06,11,TV,9,0
30314,527,36,2022-05-06,4,Mobile,94,0
30315,881,372,2023-11-07,5,Tablet,60,0
30316,1847,251,2024-11-21,1,Web,9,0
30317,925,127,2022-08-08,4,Web,164,1
30318,1996,138,2022-06-26,13,Mobile,123,1
30319,504,338,2023-04-09,2,TV,92,1
30320,486,438,2024-10-18,3,Tablet,134,1
30321,203,289,2022-10-31,2,Mobile,63,1
30322,425,469,2024-04-10,8,Web,152,1
30323,624,283,2022-10-23,12,TV,106,1
30324,768,284,2024-06-07,5,TV,154,1
30325,1428,181,2022-10-08,13,Mobile,147,1
30326,892,30,2024-08-15,21,Mobile,98,1
30327,1373,129,2023-07-01,15,Web,39,0
30328,179,174,2022-05-04,15,TV,138,1
30329,1894,311,2024-10-27,6,Mobile,25,0
30330,296,95,2023-12-28,10,Mobile,46,0
30331,67,255,2022-01-06,13,Web,85,0
30332,850,265,2023-01-14,19,Web,6,0
30333,1303,256,2024-09-02,6,Web,63,0
30334,471,493,2023-02-21,19,Mobile,28,0
30335,327,94,2024-11-10,3,TV,9,0
30336,1690,172,2023-07-31,17,Mobile,165,1
30337,1650,184,2022-05-12,19,Mobile,19,0
30338,1504,367,2023-10-18,12,Mobile,152,1
30339,442,331,2022-03-11,11,TV,52,0
30340,1073,416,2024-02-09,12,Mobile,20,0
30341,1380,266,2022-04-01,12,TV,145,1
30342,866,416,2023-10-31,19,Mobile,88,1
30343,358,14,2022-06-26,19,Mobile,26,0
30344,1662,75,2022-09-06,3,Mobile,152,1
30345,1877,305,2022-08-06,1,Mobile,109,1
30346,332,119,2023-02-01,13,Web,11,0
30347,1407,147,2023-10-25,9,TV,149,1
30348,1775,112,2024-08-01,22,Mobile,152,1
30349,1083,70,2023-12-10,5,TV,77,0
30350,99,149,2024-02-21,19,TV,136,1
30351,1382,459,2024-07-23,18,Mobile,112,1
30352,1847,24,2023-05-19,10,TV,81,1
30353,524,497,2022-04-17,20,TV,111,1
30354,278,270,2022-09-18,18,TV,125,1
30355,506,386,2024-12-19,2,TV,89,1
30356,1625,371,2024-06-30,3,Web,138,1
30357,1115,31,2024-12-23,8,Web,129,1
30358,37,131,2022-10-01,21,Web,118,1
30359,1176,436,2022-06-13,11,TV,49,0
30360,1631,320,2024-09-17,12,TV,37,0
30361,371,186,2024-12-30,13,Mobile,26,0
30362,1169,273,2023-04-27,19,Web,96,1
30363,458,216,2024-12-09,17,TV,164,1
30364,39,50,2023-12-27,12,Mobile,16,0
30365,802,469,2024-07-14,10,TV,110,1
30366,1549,120,2022-09-01,14,TV,118,1
30367,1338,432,2023-09-18,8,TV,44,0
30368,204,121,2022-06-17,9,Mobile,130,1
30369,372,303,2024-04-07,13,Mobile,63,0
30370,1080,245,2022-09-17,3,Tablet,64,1
30371,642,442,2024-07-24,11,Mobile,45,0
30372,665,314,2023-09-03,12,TV,51,0
30373,873,298,2024-01-21,23,Mobile,14,0
30374,1519,151,2024-01-24,23,Mobile,107,1
30375,1152,433,2024-09-15,3,Mobile,17,0
30376,1707,64,2023-06-12,0,TV,148,1
30377,205,254,2023-03-11,19,TV,106,1
30378,929,135,2024-05-12,8,Mobile,106,1
30379,1101,230,2023-03-15,5,TV,38,0
30380,1516,21,2022-06-16,2,TV,34,0
30381,1031,346,2023-11-23,0,TV,50,0
30382,1834,375,2024-10-23,16,Web,71,1
30383,1676,350,2023-11-30,8,TV,61,0
30384,1379,350,2023-10-19,7,Tablet,29,0
30385,796,19,2022-10-19,12,Mobile,132,1
30386,644,336,2022-12-30,23,TV,14,0
30387,1067,165,2023-10-22,1,Mobile,169,1
30388,927,309,2023-08-23,4,Web,25,0
30389,59,322,2024-10-29,4,Mobile,23,0
30390,460,149,2023-04-30,11,TV,162,1
30391,1671,68,2024-01-11,17,Mobile,66,0
30392,917,58,2024-06-03,23,Mobile,93,1
30393,1900,224,2024-01-01,16,Mobile,40,0
30394,492,300,2022-11-10,4,TV,58,0
30395,1936,4,2024-06-21,17,Mobile,54,1
30396,1615,367,2023-11-15,2,Web,60,1
30397,718,125,2023-06-10,15,TV,25,0
30398,1220,406,2024-03-10,15,Mobile,23,0
30399,1977,350,2024-06-28,5,Web,33,0
30400,1267,364,2024-11-30,1,TV,91,1
30401,1864,104,2024-03-18,5,Mobile,170,1
30402,221,330,2022-04-10,9,TV,165,1
30403,328,339,2023-10-16,11,Mobile,90,1
30404,3,413,2023-11-12,6,TV,78,1
30405,651,284,2022-03-20,21,Web,107,1
30406,1579,381,2023-02-02,11,TV,92,1
30407,1928,232,2022-04-06,8,TV,152,1
30408,1085,473,2023-03-07,2,Mobile,9,0
30409,846,355,2023-04-30,14,TV,85,1
30410,1864,4,2023-04-12,21,TV,22,0
30411,1177,395,2024-04-13,16,TV,148,1
30412,1075,74,2023-01-04,1,TV,15,0
30413,170,34,2023-02-11,1,Mobile,57,1
30414,430,290,2023-08-03,22,TV,91,1
30415,1396,247,2022-06-04,4,Mobile,161,1
30416,1397,201,2022-09-25,19,Web,83,0
30417,992,208,2023-11-23,0,TV,111,1
30418,1402,171,2024-07-19,20,Web,5,0
30419,1383,459,2023-12-26,1,TV,51,0
30420,132,373,2024-07-04,17,TV,163,1
30421,1670,397,2022-07-28,20,Web,47,0
30422,1388,268,2022-04-13,23,Mobile,113,1
30423,439,374,2024-06-11,5,TV,100,1
30424,426,264,2022-03-24,19,Web,65,1
30425,1917,454,2024-08-30,3,Web,11,0
30426,510,25,2023-04-03,10,Mobile,81,1
30427,65,397,2022-01-29,11,Mobile,102,1
30428,63,231,2024-01-03,19,Mobile,179,1
30429,457,162,2024-12-28,5,TV,132,1
30430,1255,305,2023-10-21,22,Mobile,88,1
30431,913,458,2024-06-01,8,TV,69,1
30432,1464,141,2022-08-15,20,TV,142,1
30433,465,240,2024-10-11,20,TV,170,1
30434,461,120,2023-08-27,15,Mobile,77,0
30435,809,410,2024-04-12,9,TV,77,1
30436,1586,276,2022-01-23,22,TV,95,1
30437,1006,147,2023-01-21,23,Mobile,68,0
30438,1525,456,2022-07-01,13,Web,128,1
30439,188,113,2024-10-07,4,TV,108,1
30440,820,59,2022-11-03,5,Web,53,1
30441,875,129,2023-08-28,12,TV,53,0
30442,137,155,2024-03-11,4,TV,155,1
30443,629,130,2022-10-11,9,TV,45,1
30444,561,30,2024-04-03,16,TV,54,0
30445,912,494,2023-12-21,21,Mobile,155,1
30446,331,163,2022-05-15,8,Mobile,137,1
30447,540,480,2022-10-03,18,Web,27,0
30448,1918,348,2022-07-04,2,TV,140,1
30449,287,401,2022-08-21,5,Mobile,26,0
30450,1636,160,2022-08-03,1,TV,11,0
30451,1086,328,2023-10-28,9,Mobile,118,1
30452,157,200,2023-09-17,3,TV,83,1
30453,802,182,2023-06-21,20,Mobile,6,0
30454,1027,468,2022-04-04,18,TV,158,1
30455,555,430,2024-03-07,20,Web,104,1
30456,534,174,2024-05-12,1,TV,162,1
30457,1425,2,2024-04-21,2,Mobile,23,0
30458,65,270,2024-01-12,18,TV,45,0
30459,1857,480,2023-10-07,20,TV,170,1
30460,645,467,2024-02-18,0,TV,108,1
30461,764,238,2023-02-16,14,TV,33,0
30462,256,255,2022-11-19,1,Mobile,32,0
30463,1762,431,2023-09-18,1,Mobile,87,1
30464,446,86,2023-08-27,20,Mobile,142,1
30465,1608,138,2022-06-17,13,Mobile,84,1
30466,654,72,2022-12-01,19,Web,24,0
30467,64,295,2022-06-29,23,Mobile,53,1
30468,818,450,2023-04-18,14,TV,160,1
30469,1047,157,2024-04-29,0,Mobile,139,1
30470,937,443,2022-04-08,5,TV,138,1
30471,1975,256,2023-11-05,19,TV,68,0
30472,1041,126,2022-08-03,1,Mobile,86,1
30473,1559,480,2023-09-15,15,TV,56,0
30474,741,312,2022-04-01,9,TV,103,1
30475,290,274,2022-07-25,17,Mobile,47,0
30476,997,84,2023-11-10,18,Mobile,94,1
30477,1120,277,2024-11-14,9,Tablet,100,1
30478,836,116,2024-05-30,13,TV,39,0
30479,1534,211,2024-12-24,10,TV,71,1
30480,1929,461,2024-12-08,19,Mobile,78,0
30481,162,498,2023-09-06,20,Web,153,1
30482,136,201,2024-01-21,16,TV,99,1
30483,548,161,2023-04-17,3,Mobile,53,0
30484,1172,105,2024-07-29,21,TV,23,0
30485,85,105,2022-07-28,16,TV,50,0
30486,388,263,2023-01-14,18,Mobile,11,0
30487,819,484,2024-10-25,4,Mobile,127,1
30488,751,426,2024-05-28,4,TV,39,0
30489,1693,145,2022-03-29,18,TV,92,1
30490,1093,417,2022-09-05,5,TV,161,1
30491,1745,236,2024-06-07,19,TV,76,1
30492,1520,332,2023-08-30,7,TV,50,0
30493,829,128,2024-05-06,23,Mobile,53,1
30494,1956,407,2023-02-18,6,Web,118,1
30495,1688,234,2024-05-12,11,TV,137,1
30496,988,390,2024-01-23,3,Web,156,1
30497,1702,125,2023-09-02,8,TV,103,1
30498,514,482,2023-10-04,19,Web,41,0
30499,417,211,2022-02-24,21,TV,79,1
30500,1584,328,2024-05-01,7,Tablet,133,1
30501,1579,268,2023-11-01,15,Mobile,53,0
30502,444,299,2022-09-11,12,TV,108,1
30503,1508,129,2022-04-24,3,Web,115,1
30504,1016,453,2024-09-05,22,Mobile,163,1
30505,1118,105,2023-05-01,3,TV,75,0
30506,1694,181,2022-12-10,7,Mobile,73,1
30507,321,216,2024-08-14,3,Web,146,1
30508,808,247,2022-03-16,14,Web,13,0
30509,580,113,2024-08-17,22,TV,158,1
30510,1114,430,2023-03-09,12,Web,163,1
30511,316,308,2024-05-14,7,TV,41,0
30512,240,490,2022-02-06,21,Tablet,166,1
30513,1393,176,2024-04-09,22,TV,88,1
30514,112,211,2023-12-21,22,TV,51,1
30515,835,286,2024-08-28,12,Mobile,134,1
30516,1973,295,2022-07-26,23,TV,78,1
30517,1998,87,2022-04-25,1,Mobile,24,0
30518,358,419,2024-03-21,5,Mobile,83,0
30519,1855,498,2024-01-02,22,TV,109,1
30520,672,260,2024-09-22,22,Mobile,14,0
30521,398,190,2024-05-05,22,Mobile,29,0
30522,1010,203,2023-10-08,20,Web,80,1
30523,977,31,2024-06-21,6,Mobile,63,0
30524,749,33,2023-12-29,12,Mobile,33,0
30525,855,188,2022-06-14,0,Mobile,169,1
30526,195,107,2023-04-14,14,Web,76,1
30527,528,148,2022-08-31,15,Mobile,165,1
30528,394,166,2022-04-07,0,Web,81,1
30529,1865,90,2022-06-27,18,Web,21,0
30530,987,201,2023-04-17,20,TV,78,0
30531,1093,19,2023-09-13,9,Mobile,78,1
30532,878,389,2023-03-26,5,TV,110,1
30533,1770,348,2024-12-05,8,Web,67,1
30534,1597,84,2023-02-27,12,Mobile,132,1
30535,1380,82,2023-06-15,0,Mobile,99,1
30536,624,37,2023-11-16,16,Mobile,70,1
30537,617,93,2022-09-07,14,Mobile,136,1
30538,1881,294,2023-07-16,19,Mobile,140,1
30539,1861,38,2022-09-04,20,Mobile,35,0
30540,566,5,2024-09-22,19,Web,151,1
30541,673,286,2023-05-14,15,Web,168,1
30542,663,466,2024-04-09,15,TV,62,0
30543,1569,235,2023-05-08,7,TV,152,1
30544,1899,129,2024-02-20,7,TV,36,0
30545,1776,416,2022-05-20,17,TV,121,1
30546,1681,417,2024-09-17,20,TV,84,1
30547,697,418,2022-12-02,14,Mobile,46,0
30548,634,190,2023-06-10,7,TV,66,0
30549,1778,21,2024-04-11,10,Mobile,43,0
30550,791,500,2024-10-03,20,Mobile,54,0
30551,431,448,2023-08-06,16,Mobile,19,0
30552,1685,251,2023-03-30,6,TV,146,1
30553,960,393,2023-06-02,10,Web,42,0
30554,173,482,2022-11-12,9,Mobile,169,1
30555,1793,30,2023-03-03,0,TV,168,1
30556,590,235,2024-05-16,9,Tablet,84,1
30557,618,431,2024-02-05,14,TV,53,1
30558,1064,358,2024-05-26,16,TV,17,0
30559,541,56,2022-12-05,17,TV,89,1
30560,1658,32,2023-03-27,15,Web,79,0
30561,1384,163,2022-04-11,19,Mobile,22,0
30562,1130,223,2023-11-26,5,TV,62,1
30563,401,62,2024-02-11,0,Mobile,138,1
30564,980,136,2024-08-07,7,Web,105,1
30565,545,257,2024-08-23,14,Mobile,160,1
30566,1925,397,2022-02-01,17,Mobile,46,0
30567,1586,284,2022-07-09,6,Mobile,173,1
30568,233,267,2024-04-16,1,Mobile,127,1
30569,1057,371,2023-05-23,1,Tablet,57,0
30570,1561,321,2023-01-17,21,Mobile,173,1
30571,1047,114,2023-05-15,12,TV,50,0
30572,255,127,2024-10-15,21,Mobile,42,0
30573,280,58,2024-11-15,4,TV,143,1
30574,1466,59,2022-06-02,0,Mobile,80,1
30575,1049,415,2023-12-10,15,Web,151,1
30576,1087,341,2023-12-07,18,Mobile,135,1
30577,540,321,2023-04-19,11,TV,40,0
30578,530,222,2024-04-11,0,Web,53,0
30579,815,46,2022-07-27,17,TV,157,1
30580,1087,209,2022-06-08,7,TV,130,1
30581,938,77,2023-01-19,3,Mobile,175,1
30582,1759,482,2024-08-16,6,TV,98,1
30583,379,202,2022-02-11,0,TV,135,1
30584,945,60,2023-03-20,18,TV,107,1
30585,471,142,2023-11-08,11,TV,173,1
30586,14,322,2022-02-03,3,TV,65,0
30587,830,226,2022-10-24,20,Mobile,167,1
30588,114,31,2023-12-21,7,Mobile,33,0
30589,745,181,2024-04-26,11,Mobile,97,1
30590,1266,343,2022-01-06,17,Mobile,105,1
30591,752,266,2024-01-13,14,Web,76,1
30592,1356,280,2024-10-23,0,TV,90,1
30593,590,331,2023-06-29,11,Tablet,124,1
30594,804,364,2023-07-16,6,Mobile,68,0
30595,1751,214,2024-05-18,21,Web,33,0
30596,486,376,2024-08-18,23,Mobile,162,1
30597,1002,453,2022-11-20,14,Mobile,59,0
30598,1432,67,2024-01-02,20,TV,143,1
30599,725,365,2024-03-06,14,Mobile,106,1
30600,609,138,2024-10-24,15,TV,22,0
30601,1396,55,2023-04-06,6,Mobile,45,0
30602,149,127,2023-08-17,10,TV,136,1
30603,532,465,2023-02-20,5,TV,38,0
30604,820,305,2022-12-23,17,Web,131,1
30605,435,230,2023-01-03,18,TV,45,0
30606,1079,130,2022-03-29,9,Mobile,138,1
30607,1239,267,2024-03-23,7,Mobile,106,1
30608,1932,258,2022-10-05,1,Mobile,147,1
30609,1204,204,2023-10-03,6,Mobile,115,1
30610,1185,222,2024-09-18,12,Web,19,0
30611,1452,362,2023-04-09,21,TV,141,1
30612,417,293,2024-12-12,15,Mobile,179,1
30613,941,15,2022-03-09,12,TV,75,1
30614,1665,176,2022-02-10,13,Web,163,1
30615,352,32,2023-01-05,8,Mobile,74,0
30616,583,463,2022-10-09,12,TV,44,0
30617,440,162,2024-04-25,21,Mobile,154,1
30618,1919,483,2022-08-11,23,TV,59,0
30619,709,125,2024-06-23,6,Mobile,42,0
30620,651,176,2023-07-19,0,TV,59,0
30621,1631,206,2022-09-18,6,Mobile,103,1
30622,1820,458,2023-05-18,9,Web,121,1
30623,10,46,2023-12-05,23,Web,156,1
30624,1758,397,2024-12-10,3,TV,125,1
30625,1415,329,2022-03-12,21,Mobile,139,1
30626,1728,114,2023-01-23,9,Mobile,17,0
30627,174,422,2023-05-12,18,TV,26,0
30628,79,282,2023-10-12,8,TV,44,0
30629,672,252,2024-08-22,17,Mobile,124,1
30630,1700,189,2024-05-21,1,Mobile,129,1
30631,998,210,2023-07-12,5,TV,128,1
30632,1443,401,2022-01-17,3,TV,69,0
30633,491,485,2022-09-23,18,Mobile,9,0
30634,669,447,2024-05-15,18,TV,80,1
30635,1756,168,2023-06-10,2,TV,167,1
30636,981,312,2024-01-29,9,Tablet,98,1
30637,1560,500,2024-02-01,14,Mobile,123,1
30638,1280,316,2024-09-22,21,TV,6,0
30639,352,2,2022-11-01,12,Mobile,147,1
30640,1888,361,2024-11-21,23,Web,80,1
30641,1893,286,2024-02-28,18,Mobile,20,0
30642,1561,248,2023-09-13,21,Web,150,1
30643,939,19,2022-05-30,23,Mobile,159,1
30644,858,236,2024-03-14,15,TV,124,1
30645,596,396,2024-11-07,16,Mobile,82,1
30646,1291,282,2024-12-16,13,Mobile,100,1
30647,621,135,2022-10-07,20,Mobile,5,0
30648,372,410,2024-07-12,17,TV,43,0
30649,122,225,2024-11-02,9,Mobile,73,0
30650,848,324,2023-09-30,0,Mobile,158,1
30651,1631,8,2022-03-18,21,TV,131,1
30652,1583,72,2022-06-10,2,Mobile,49,0
30653,1699,101,2024-02-01,19,Mobile,117,1
30654,1214,71,2023-02-11,1,TV,154,1
30655,1736,213,2023-07-19,16,TV,120,1
30656,1567,208,2024-08-18,19,Mobile,9,0
30657,1614,41,2023-10-26,5,TV,163,1
30658,1020,330,2022-04-02,3,TV,78,1
30659,171,242,2023-04-06,16,Mobile,40,0
30660,761,196,2024-08-29,22,Web,45,0
30661,1695,122,2024-06-29,5,TV,38,0
30662,1486,191,2023-11-22,14,TV,65,0
30663,26,82,2023-06-08,23,TV,167,1
30664,188,448,2024-06-05,23,Mobile,44,0
30665,1318,258,2023-08-10,15,Web,91,1
30666,1958,435,2023-03-17,17,Mobile,23,0
30667,1463,428,2022-06-21,11,TV,58,0
30668,1897,238,2022-12-02,2,TV,66,1
30669,133,199,2024-05-25,14,Mobile,102,1
30670,1761,360,2024-11-27,11,TV,156,1
30671,257,192,2023-10-16,5,Mobile,126,1
30672,1769,227,2023-10-08,4,Mobile,165,1
30673,1949,205,2023-12-22,20,TV,118,1
30674,1023,302,2024-01-21,1,TV,69,1
30675,1066,28,2023-11-02,18,Mobile,172,1
30676,996,138,2024-10-12,14,Mobile,120,1
30677,1107,341,2024-08-17,4,Web,108,1
30678,1641,249,2023-06-04,8,TV,86,1
30679,563,347,2022-11-08,2,TV,177,1
30680,567,322,2022-03-31,10,TV,34,0
30681,1937,167,2023-10-13,14,Web,146,1
30682,1700,221,2022-09-29,10,Tablet,47,0
30683,1081,35,2022-08-03,13,Mobile,170,1
30684,402,380,2023-11-14,2,Mobile,159,1
30685,1912,222,2024-03-28,10,TV,39,0
30686,1759,134,2024-04-15,0,Web,53,0
30687,657,267,2023-02-24,18,Mobile,130,1
30688,1083,7,2023-07-09,22,TV,114,1
30689,839,208,2023-05-19,0,Mobile,155,1
30690,1687,458,2023-12-04,8,Mobile,51,0
30691,1375,192,2023-02-12,11,TV,60,0
30692,987,181,2024-01-17,1,Web,164,1
30693,1936,225,2022-08-12,18,Mobile,152,1
30694,1217,127,2022-02-15,8,TV,146,1
30695,969,111,2023-05-08,15,TV,131,1
30696,1854,239,2023-06-05,16,Mobile,151,1
30697,900,331,2023-09-04,11,TV,75,0
30698,837,125,2024-08-18,13,Mobile,134,1
30699,778,106,2022-12-11,1,TV,83,0
30700,441,367,2022-03-07,6,TV,129,1
30701,559,251,2022-11-04,7,TV,144,1
30702,182,154,2024-01-09,6,Mobile,24,0
30703,1457,424,2024-11-21,13,Mobile,64,0
30704,1180,496,2023-08-27,15,Mobile,32,0
30705,1866,424,2022-10-27,14,Mobile,117,1
30706,1223,139,2024-02-27,9,Mobile,16,0
30707,161,488,2022-11-12,7,Web,20,0
30708,1242,181,2024-09-02,14,TV,168,1
30709,351,40,2022-06-06,20,TV,178,1
30710,75,270,2024-08-30,5,TV,61,0
30711,1326,478,2023-10-14,2,Mobile,76,0
30712,55,2,2024-06-19,8,TV,143,1
30713,819,5,2023-11-28,5,Mobile,102,1
30714,1791,3,2023-04-19,19,TV,177,1
30715,513,421,2024-01-19,20,Mobile,46,0
30716,1392,117,2022-07-14,13,Mobile,45,0
30717,754,248,2022-12-12,9,Mobile,174,1
30718,227,41,2024-02-26,9,TV,104,1
30719,395,473,2022-01-28,6,TV,17,0
30720,150,381,2024-04-05,5,Mobile,21,0
30721,302,285,2022-04-23,12,TV,118,1
30722,324,436,2022-06-12,14,TV,56,1
30723,1767,103,2022-04-26,13,Web,126,1
30724,1614,207,2024-03-22,9,TV,72,0
30725,707,486,2022-01-18,18,Mobile,129,1
30726,1447,259,2024-03-22,7,Mobile,94,1
30727,409,153,2024-06-26,17,TV,94,0
30728,1278,307,2023-08-17,15,TV,59,1
30729,405,468,2022-04-26,8,Web,118,1
30730,1282,48,2024-07-26,14,TV,95,1
30731,716,498,2022-09-08,5,Tablet,147,1
30732,1718,235,2024-09-14,5,TV,47,0
30733,1671,45,2023-11-08,8,TV,60,0
30734,667,480,2022-07-15,18,TV,112,1
30735,83,286,2022-04-10,18,Mobile,22,0
30736,645,104,2022-07-12,18,TV,174,1
30737,564,92,2023-09-23,9,TV,141,1
30738,851,43,2022-04-12,14,Mobile,88,0
30739,1149,265,2023-05-11,23,Web,111,1
30740,1980,141,2024-10-04,14,Mobile,98,1
30741,126,159,2024-12-09,18,Mobile,90,1
30742,1110,274,2022-06-30,7,Mobile,97,1
30743,344,480,2023-11-15,15,Web,47,0
30744,1094,435,2023-08-09,9,TV,55,0
30745,1274,53,2023-06-04,21,Mobile,30,0
30746,1620,178,2022-04-12,20,TV,114,1
30747,1120,111,2023-02-22,19,TV,127,1
30748,357,173,2023-10-10,20,Mobile,40,0
30749,1828,452,2023-12-19,12,TV,103,1
30750,811,172,2023-04-09,20,Web,105,1
30751,960,324,2024-10-06,0,TV,22,0
30752,1283,421,2022-09-13,20,TV,166,1
30753,530,137,2023-08-17,14,TV,131,1
30754,1977,235,2024-01-16,20,TV,55,0
30755,90,407,2022-08-15,17,TV,174,1
30756,309,166,2023-05-30,11,TV,45,0
30757,1981,335,2022-04-25,19,Web,8,0
30758,905,89,2023-06-20,8,Mobile,162,1
30759,1787,460,2023-12-18,11,Mobile,173,1
30760,1812,63,2024-11-25,22,Mobile,9,0
30761,1981,345,2022-02-02,13,TV,70,1
30762,1452,488,2022-12-11,18,Web,101,1
30763,1367,72,2022-12-01,10,TV,55,0
30764,1228,244,2024-12-22,0,Mobile,49,0
30765,1367,475,2024-08-07,23,Mobile,35,0
30766,515,37,2024-07-07,3,TV,179,1
30767,1631,154,2024-07-27,13,TV,31,0
30768,375,454,2022-06-26,16,TV,114,1
30769,960,67,2022-08-07,20,TV,136,1
30770,749,478,2023-01-21,18,Mobile,178,1
30771,1523,374,2024-01-10,19,TV,172,1
30772,511,119,2022-12-11,2,Mobile,28,0
30773,414,104,2024-06-02,8,TV,135,1
30774,1617,159,2024-03-11,13,Web,141,1
30775,974,265,2024-02-13,20,Mobile,74,1
30776,1442,481,2022-10-19,13,TV,80,0
30777,1758,397,2023-07-27,22,TV,60,0
30778,1671,8,2022-11-03,9,TV,26,0
30779,800,295,2023-11-04,8,Web,53,1
30780,343,163,2024-03-17,13,TV,75,1
30781,1921,266,2023-05-06,2,TV,121,1
30782,620,216,2024-04-29,1,Mobile,92,1
30783,1539,295,2022-11-14,7,Mobile,53,1
30784,1538,386,2024-03-15,9,Tablet,71,1
30785,886,119,2022-08-16,9,TV,136,1
30786,328,184,2023-06-28,4,Mobile,99,1
30787,945,24,2024-08-12,20,Mobile,178,1
30788,292,170,2024-03-25,14,TV,54,0
30789,705,495,2023-06-13,10,Mobile,173,1
30790,767,365,2023-10-10,13,Mobile,38,0
30791,1037,339,2023-12-05,16,Web,163,1
30792,373,425,2024-07-27,0,TV,44,0
30793,1692,285,2022-11-28,21,TV,135,1
30794,158,47,2024-02-14,23,Mobile,130,1
30795,1972,330,2024-10-24,3,Tablet,135,1
30796,626,72,2023-11-03,9,Web,69,0
30797,980,98,2024-02-23,20,Web,177,1
30798,1752,330,2023-11-09,5,TV,76,1
30799,1309,462,2024-10-18,12,TV,84,1
30800,114,158,2022-11-17,11,Web,65,1
30801,1209,151,2024-10-25,17,TV,136,1
30802,1133,335,2023-10-10,14,TV,20,0
30803,1866,157,2023-11-01,1,Mobile,73,1
30804,1127,87,2024-12-03,22,Tablet,172,1
30805,1985,116,2022-03-11,20,Mobile,129,1
30806,1062,403,2024-11-02,22,TV,60,0
30807,385,307,2024-10-31,1,Mobile,46,0
30808,1012,161,2022-05-13,17,TV,134,1
30809,1835,499,2023-11-28,11,Mobile,62,0
