event_id,user_id,title_id,watch_date,watch_hour,device_type,minutes_watched,completed,watch_year,watch_month,is_peak_hour
31211,532,141,2024-11-26,23,TV,155,1,2024,2024-11,True
31212,1602,487,2022-05-10,6,Mobile,78,0,2022,2022-05,False
31213,713,461,2022-02-11,20,TV,97,1,2022,2022-02,True
31214,1184,355,2022-07-04,18,Mobile,39,0,2022,2022-07,True
31215,1331,248,2024-06-01,0,Tablet,51,0,2024,2024-06,False
31216,1868,208,2023-12-28,14,Mobile,155,1,2023,2023-12,False
31217,958,210,2023-10-27,2,Web,133,1,2023,2023-10,False
31218,942,367,2024-12-14,19,Mobile,90,1,2024,2024-12,True
31219,1827,134,2023-06-02,10,TV,59,0,2023,2023-06,False
31220,959,284,2023-07-02,7,TV,143,1,2023,2023-07,False
31221,596,314,2024-02-10,9,TV,178,1,2024,2024-02,False
31222,86,336,2023-03-10,14,TV,24,0,2023,2023-03,False
31223,650,83,2022-07-12,0,Mobile,51,0,2022,2022-07,False
31224,395,413,2024-11-17,23,Web,116,1,2024,2024-11,True
31225,610,217,2024-11-29,10,TV,44,0,2024,2024-11,False
31226,1080,469,2022-11-02,5,Web,175,1,2022,2022-11,False
31227,1050,222,2022-05-23,22,TV,35,0,2022,2022-05,True
31228,375,399,2022-12-27,22,Mobile,61,0,2022,2022-12,True
31229,929,56,2023-03-01,4,Web,146,1,2023,2023-03,False
31230,908,448,2023-04-08,4,Mobile,101,1,2023,2023-04,False
31231,86,14,2024-12-04,5,TV,7,0,2024,2024-12,False
31232,567,284,2023-07-23,3,TV,163,1,2023,2023-07,False
31233,1446,375,2024-05-23,7,Tablet,66,1,2024,2024-05,False
31234,42,170,2022-03-01,17,TV,138,1,2022,2022-03,False
31235,602,479,2022-06-29,19,TV,19,0,2022,2022-06,True
31236,951,335,2023-03-17,23,TV,42,0,2023,2023-03,True
31237,334,452,2022-04-04,23,TV,59,0,2022,2022-04,True
31238,1293,279,2023-10-01,19,Mobile,102,1,2023,2023-10,True
31239,1432,354,2022-09-16,1,TV,68,1,2022,2022-09,False
31240,677,29,2022-05-16,1,Mobile,164,1,2022,2022-05,False
31241,461,33,2022-05-09,10,TV,51,0,2022,2022-05,False
31242,1554,288,2023-05-20,4,Mobile,153,1,2023,2023-05,False
31243,431,186,2022-12-23,7,TV,94,1,2022,2022-12,False
31244,293,209,2022-12-03,16,TV,124,1,2022,2022-12,False
31245,67,308,2022-12-04,18,Mobile,26,0,2022,2022-12,True
31246,183,185,2022-05-03,20,Mobile,51,0,2022,2022-05,True
31247,1744,499,2022-05-10,4,Mobile,121,1,2022,2022-05,False
31248,1870,363,2024-09-30,10,Mobile,39,0,2024,2024-09,False
31249,1092,303,2022-04-25,23,Web,15,0,2022,2022-04,True
31250,1844,443,2023-01-27,15,Web,50,0,2023,2023-01,False
31251,1414,12,2022-08-14,21,TV,111,1,2022,2022-08,True
31252,814,99,2023-06-24,10,Web,145,1,2023,2023-06,False
31253,1427,415,2024-03-25,10,Tablet,69,1,2024,2024-03,False
31254,840,398,2023-07-29,11,TV,65,0,2023,2023-07,False
31255,1924,292,2024-04-23,20,Mobile,26,0,2024,2024-04,True
31256,1703,85,2022-07-01,20,Mobile,122,1,2022,2022-07,True
31257,1690,149,2023-11-14,4,Mobile,95,1,2023,2023-11,False
31258,1062,289,2023-09-13,19,Mobile,88,1,2023,2023-09,True
31259,1037,43,2022-01-20,20,Mobile,108,1,2022,2022-01,True
31260,235,425,2022-09-27,14,TV,26,0,2022,2022-09,False
31261,1306,166,2023-07-23,11,Mobile,156,1,2023,2023-07,False
31262,230,453,2023-10-25,4,Mobile,22,0,2023,2023-10,False
31263,1081,268,2022-08-13,8,Mobile,112,1,2022,2022-08,False
31264,263,155,2022-05-09,10,TV,126,1,2022,2022-05,False
31265,952,21,2022-06-05,18,Mobile,176,1,2022,2022-06,True
31266,1562,410,2024-05-17,16,Mobile,103,1,2024,2024-05,False
31267,617,332,2022-04-15,4,Web,175,1,2022,2022-04,False
31268,1204,440,2024-08-03,1,Mobile,156,1,2024,2024-08,False
31269,520,109,2022-06-18,16,TV,173,1,2022,2022-06,False
31270,600,87,2024-12-09,14,Web,171,1,2024,2024-12,False
31271,366,118,2023-11-24,10,TV,118,1,2023,2023-11,False
31272,325,193,2024-09-07,14,Mobile,56,0,2024,2024-09,False
31273,745,189,2023-05-10,14,Mobile,151,1,2023,2023-05,False
31274,247,389,2023-12-29,14,Web,81,1,2023,2023-12,False
31275,1784,477,2023-01-15,9,Mobile,149,1,2023,2023-01,False
31276,1483,8,2022-06-08,11,Mobile,73,0,2022,2022-06,False
31277,444,268,2024-03-16,0,Mobile,14,0,2024,2024-03,False
31278,1772,313,2022-04-06,10,Web,157,1,2022,2022-04,False
31279,731,120,2023-04-07,2,Web,24,0,2023,2023-04,False
31280,1063,208,2022-03-28,15,Mobile,133,1,2022,2022-03,False
31281,1398,367,2023-07-20,0,Tablet,15,0,2023,2023-07,False
31282,1546,259,2024-07-08,8,Mobile,77,1,2024,2024-07,False
31283,16,32,2022-07-16,10,TV,89,1,2022,2022-07,False
31284,567,210,2024-04-17,21,TV,162,1,2024,2024-04,True
31285,674,163,2022-12-05,9,TV,20,0,2022,2022-12,False
31286,1172,98,2022-09-01,1,TV,72,0,2022,2022-09,False
31287,1745,52,2024-09-13,14,Web,90,1,2024,2024-09,False
31288,877,175,2022-09-16,21,TV,117,1,2022,2022-09,True
31289,927,431,2023-09-25,10,Mobile,110,1,2023,2023-09,False
31290,176,431,2022-04-16,21,Web,53,1,2022,2022-04,True
31291,1053,79,2022-06-14,11,Web,25,0,2022,2022-06,False
31292,975,306,2024-11-30,16,Mobile,44,0,2024,2024-11,False
31293,1274,369,2023-04-16,13,Mobile,16,0,2023,2023-04,False
31294,1694,239,2022-10-03,19,Tablet,100,1,2022,2022-10,True
31295,1135,18,2024-08-16,7,Mobile,115,1,2024,2024-08,False
31296,104,354,2024-07-17,10,TV,106,1,2024,2024-07,False
31297,1635,83,2022-09-28,15,Web,41,0,2022,2022-09,False
31298,955,92,2024-04-17,5,TV,139,1,2024,2024-04,False
31299,974,143,2022-10-27,23,Mobile,38,0,2022,2022-10,True
31300,1747,42,2024-05-28,10,Mobile,126,1,2024,2024-05,False
31301,1180,469,2022-11-24,22,Mobile,139,1,2022,2022-11,True
31302,1581,275,2023-11-20,20,Mobile,24,0,2023,2023-11,True
31303,1761,408,2024-11-26,11,Mobile,142,1,2024,2024-11,False
31304,987,6,2022-08-22,14,Mobile,101,1,2022,2022-08,False
31305,1965,95,2022-08-24,13,TV,11,0,2022,2022-08,False
31306,343,75,2022-08-30,20,TV,178,1,2022,2022-08,True
31307,1743,36,2023-06-14,16,TV,14,0,2023,2023-06,False
31308,1698,359,2024-10-19,18,Tablet,38,0,2024,2024-10,True
31309,200,84,2024-07-11,9,Mobile,88,1,2024,2024-07,False
31310,307,451,2023-08-30,4,TV,54,1,2023,2023-08,False
31311,74,374,2023-06-03,23,TV,75,1,2023,2023-06,True
31312,554,143,2024-01-05,19,Mobile,72,1,2024,2024-01,True
31313,1983,135,2024-07-06,17,Web,118,1,2024,2024-07,False
31314,249,192,2023-08-04,0,Mobile,101,1,2023,2023-08,False
31315,68,270,2023-07-27,4,Web,130,1,2023,2023-07,False
31316,919,341,2023-01-11,23,TV,138,1,2023,2023-01,True
31317,707,225,2024-10-07,2,Mobile,40,0,2024,2024-10,False
31318,1259,403,2024-02-11,6,Mobile,79,0,2024,2024-02,False
31319,1214,385,2023-11-18,8,Mobile,119,1,2023,2023-11,False
31320,1655,131,2024-07-30,7,Web,152,1,2024,2024-07,False
31321,830,199,2023-11-24,22,Mobile,73,1,2023,2023-11,True
31322,923,414,2022-09-13,7,Mobile,147,1,2022,2022-09,False
31323,46,363,2024-01-31,23,Web,83,0,2024,2024-01,True
31324,1942,487,2022-06-27,22,Mobile,125,1,2022,2022-06,True
31325,427,49,2022-07-06,1,TV,23,0,2022,2022-07,False
31326,1192,44,2022-03-14,15,Mobile,177,1,2022,2022-03,False
31327,1762,253,2022-05-28,18,Web,103,1,2022,2022-05,True
31328,1209,113,2024-09-15,6,Mobile,34,0,2024,2024-09,False
31329,1251,371,2022-02-09,22,TV,120,1,2022,2022-02,True
31330,351,364,2024-01-23,7,Web,128,1,2024,2024-01,False
31331,1419,223,2024-09-03,22,TV,12,0,2024,2024-09,True
31332,381,19,2024-02-18,19,TV,111,1,2024,2024-02,True
31333,1384,176,2022-09-30,14,TV,99,1,2022,2022-09,False
31334,1154,143,2022-03-01,1,TV,65,1,2022,2022-03,False
31335,980,198,2023-05-17,7,Web,87,1,2023,2023-05,False
31336,1442,423,2023-03-13,19,Mobile,81,1,2023,2023-03,True
31337,1440,370,2024-04-01,15,Mobile,22,0,2024,2024-04,False
31338,410,341,2022-03-04,17,TV,55,0,2022,2022-03,False
31339,752,8,2024-05-08,7,Mobile,32,0,2024,2024-05,False
31340,969,321,2024-01-25,8,TV,38,0,2024,2024-01,False
31341,304,261,2022-12-17,2,TV,76,1,2022,2022-12,False
31342,713,306,2023-01-10,14,TV,60,0,2023,2023-01,False
31343,83,204,2024-01-26,5,TV,68,0,2024,2024-01,False
31344,878,251,2024-12-09,19,TV,39,0,2024,2024-12,True
31345,412,168,2023-01-20,11,TV,106,1,2023,2023-01,False
31346,445,384,2024-02-29,3,TV,66,1,2024,2024-02,False
31347,1637,201,2023-10-16,15,Web,176,1,2023,2023-10,False
31348,282,433,2022-06-06,22,Mobile,26,0,2022,2022-06,True
31349,242,463,2024-06-27,20,Mobile,22,0,2024,2024-06,True
31350,642,398,2022-07-19,5,Mobile,40,0,2022,2022-07,False
31351,47,263,2022-04-08,22,Web,77,1,2022,2022-04,True
31352,1738,242,2022-05-14,15,Mobile,81,1,2022,2022-05,False
31353,1974,261,2023-03-04,14,Mobile,114,1,2023,2023-03,False
31354,1611,390,2022-10-01,16,Mobile,147,1,2022,2022-10,False
31355,1599,432,2023-05-09,0,TV,126,1,2023,2023-05,False
31356,204,378,2024-11-29,4,Mobile,54,0,2024,2024-11,False
31357,1110,359,2022-03-23,11,TV,36,0,2022,2022-03,False
31358,176,228,2024-12-14,2,Mobile,150,1,2024,2024-12,False
31359,602,128,2022-12-14,2,Mobile,99,1,2022,2022-12,False
31360,986,168,2022-11-11,18,Mobile,13,0,2022,2022-11,True
31361,1364,499,2022-03-30,2,Tablet,31,0,2022,2022-03,False
31362,555,206,2022-09-25,9,Mobile,45,0,2022,2022-09,False
31363,513,242,2024-12-06,15,Mobile,156,1,2024,2024-12,False
31364,1647,247,2022-10-08,16,TV,136,1,2022,2022-10,False
31365,449,176,2024-06-01,20,TV,156,1,2024,2024-06,True
31366,973,74,2023-07-08,1,Mobile,168,1,2023,2023-07,False
31367,574,110,2022-02-07,4,Mobile,18,0,2022,2022-02,False
31368,1706,110,2023-06-12,18,Web,14,0,2023,2023-06,True
31369,1070,100,2022-04-06,1,TV,108,1,2022,2022-04,False
31370,217,51,2023-05-07,18,Mobile,151,1,2023,2023-05,True
31371,296,468,2023-06-11,21,TV,27,0,2023,2023-06,True
31372,1941,37,2022-03-29,10,Mobile,100,1,2022,2022-03,False
31373,1881,59,2023-10-23,18,TV,132,1,2023,2023-10,True
31374,1535,284,2022-10-10,6,TV,82,0,2022,2022-10,False
31375,156,460,2024-05-22,5,TV,42,0,2024,2024-05,False
31376,1464,350,2023-05-13,1,TV,57,0,2023,2023-05,False
31377,1322,66,2024-08-08,13,TV,95,1,2024,2024-08,False
31378,1881,307,2022-08-25,6,TV,68,1,2022,2022-08,False
31379,973,297,2023-12-17,1,TV,158,1,2023,2023-12,False
31380,941,364,2023-11-15,9,TV,154,1,2023,2023-11,False
31381,1266,146,2022-01-04,15,Mobile,41,0,2022,2022-01,False
31382,298,204,2022-06-18,5,Web,175,1,2022,2022-06,False
31383,1491,484,2022-11-13,4,TV,56,0,2022,2022-11,False
31384,994,400,2023-01-29,0,Mobile,138,1,2023,2023-01,False
31385,376,129,2024-08-24,16,Mobile,120,1,2024,2024-08,False
31386,1631,374,2024-04-11,2,Mobile,14,0,2024,2024-04,False
31387,529,430,2022-08-10,21,Mobile,117,1,2022,2022-08,True
31388,1720,356,2023-10-10,15,TV,120,1,2023,2023-10,False
31389,546,314,2022-02-21,17,Mobile,78,0,2022,2022-02,False
31390,978,384,2024-09-26,6,TV,27,0,2024,2024-09,False
31391,874,270,2024-01-25,1,TV,63,0,2024,2024-01,False
31392,1465,116,2022-11-12,20,Mobile,169,1,2022,2022-11,True
31393,373,244,2024-01-08,5,Mobile,8,0,2024,2024-01,False
31394,494,285,2022-01-12,4,TV,69,0,2022,2022-01,False
31395,385,381,2022-10-13,21,Mobile,16,0,2022,2022-10,True
31396,462,388,2023-07-09,3,Mobile,128,1,2023,2023-07,False
31397,906,66,2023-11-22,2,TV,86,1,2023,2023-11,False
31398,1173,50,2022-08-31,9,Mobile,87,1,2022,2022-08,False
31399,1728,80,2023-09-28,2,Mobile,143,1,2023,2023-09,False
31400,844,124,2022-05-15,15,Mobile,130,1,2022,2022-05,False
31401,820,139,2022-06-01,16,TV,178,1,2022,2022-06,False
31402,323,246,2022-01-20,20,Mobile,90,1,2022,2022-01,True
31403,198,358,2024-04-16,15,TV,167,1,2024,2024-04,False
31404,1523,208,2023-10-05,17,Web,25,0,2023,2023-10,False
31405,1266,226,2022-08-29,16,TV,108,1,2022,2022-08,False
31406,1065,458,2023-02-27,15,TV,12,0,2023,2023-02,False
31407,889,377,2024-05-10,11,Mobile,66,0,2024,2024-05,False
31408,1041,376,2022-12-21,8,TV,25,0,2022,2022-12,False
31409,1692,376,2022-10-20,10,Mobile,102,1,2022,2022-10,False
31410,379,21,2023-02-22,23,Web,79,1,2023,2023-02,True
31411,998,367,2022-08-26,11,Web,75,1,2022,2022-08,False
31412,483,233,2024-04-15,6,TV,112,1,2024,2024-04,False
31413,210,316,2024-08-18,7,Mobile,130,1,2024,2024-08,False
31414,1386,382,2022-09-12,5,Tablet,68,1,2022,2022-09,False
31415,1410,26,2024-10-05,7,TV,151,1,2024,2024-10,False
31416,1704,335,2023-07-13,14,Web,160,1,2023,2023-07,False
31417,43,442,2023-12-20,0,TV,74,0,2023,2023-12,False
31418,355,269,2024-12-24,19,Mobile,144,1,2024,2024-12,True
31419,1150,329,2024-09-25,17,Mobile,11,0,2024,2024-09,False
31420,1625,43,2022-02-24,23,Mobile,116,1,2022,2022-02,True
31421,1881,378,2022-05-05,14,TV,169,1,2022,2022-05,False
31422,1577,458,2023-12-22,9,Mobile,86,1,2023,2023-12,False
31423,1810,177,2023-11-09,16,Mobile,104,1,2023,2023-11,False
31424,1630,208,2024-01-18,9,Tablet,94,1,2024,2024-01,False
31425,632,259,2022-07-05,4,TV,39,0,2022,2022-07,False
31426,1164,73,2023-04-08,19,TV,13,0,2023,2023-04,True
31427,1271,46,2023-06-13,0,Mobile,27,0,2023,2023-06,False
31428,704,43,2024-06-02,21,Web,63,0,2024,2024-06,True
31429,1772,80,2023-12-09,20,TV,50,0,2023,2023-12,True
31430,1543,393,2024-01-06,13,Tablet,166,1,2024,2024-01,False
31431,1034,315,2023-01-10,11,Mobile,153,1,2023,2023-01,False
31432,960,307,2024-02-19,0,TV,33,0,2024,2024-02,False
31433,1586,38,2022-04-06,7,Mobile,44,0,2022,2022-04,False
31434,444,126,2022-05-22,12,TV,114,1,2022,2022-05,False
31435,438,468,2023-04-13,21,Mobile,63,1,2023,2023-04,True
31436,805,267,2023-08-23,9,Tablet,115,1,2023,2023-08,False
31437,256,41,2022-11-14,1,Mobile,167,1,2022,2022-11,False
31438,916,474,2022-07-03,11,Web,50,0,2022,2022-07,False
31439,865,283,2023-07-07,6,TV,21,0,2023,2023-07,False
31440,1011,247,2022-03-29,4,TV,54,1,2022,2022-03,False
31441,924,299,2022-08-19,9,TV,27,0,2022,2022-08,False
31442,1796,196,2023-04-10,16,TV,45,0,2023,2023-04,False
31443,550,343,2023-07-05,14,TV,92,1,2023,2023-07,False
31444,823,154,2022-04-19,23,Web,127,1,2022,2022-04,True
31445,1477,178,2024-05-31,8,Mobile,141,1,2024,2024-05,False
31446,570,92,2022-01-01,15,TV,56,0,2022,2022-01,False
31447,1314,98,2023-07-02,15,TV,23,0,2023,2023-07,False
31448,1925,456,2024-11-29,6,Mobile,113,1,2024,2024-11,False
31449,751,101,2024-09-09,16,Mobile,19,0,2024,2024-09,False
31450,484,86,2024-08-18,10,Mobile,51,0,2024,2024-08,False
31451,381,238,2024-02-16,23,Mobile,43,0,2024,2024-02,True
31452,23,28,2022-07-23,15,TV,30,0,2022,2022-07,False
31453,569,206,2023-11-24,18,TV,30,0,2023,2023-11,True
31454,1700,72,2022-06-14,18,TV,109,1,2022,2022-06,True
31455,510,129,2024-12-06,13,Mobile,91,1,2024,2024-12,False
31456,1909,92,2023-01-11,21,Mobile,61,0,2023,2023-01,True
31457,1906,434,2022-02-20,12,Mobile,148,1,2022,2022-02,False
31458,1365,213,2022-05-04,10,Tablet,74,0,2022,2022-05,False
31459,1962,1,2022-04-15,21,Tablet,130,1,2022,2022-04,True
31460,816,455,2023-01-07,22,TV,133,1,2023,2023-01,True
31461,1913,500,2022-07-14,7,TV,78,0,2022,2022-07,False
31462,1088,68,2024-02-12,22,Tablet,26,0,2024,2024-02,True
31463,162,50,2024-02-05,16,TV,168,1,2024,2024-02,False
31464,1665,74,2022-09-20,17,Tablet,153,1,2022,2022-09,False
31465,1901,136,2022-05-02,21,TV,22,0,2022,2022-05,True
31466,1771,219,2024-05-02,21,Web,102,1,2024,2024-05,True
31467,834,397,2022-02-25,9,Web,120,1,2022,2022-02,False
31468,206,452,2024-10-07,13,TV,19,0,2024,2024-10,False
31469,1171,430,2022-11-12,14,Web,177,1,2022,2022-11,False
31470,1736,464,2022-02-11,0,Mobile,86,1,2022,2022-02,False
31471,1682,28,2024-02-21,1,TV,117,1,2024,2024-02,False
31472,1235,476,2023-08-15,11,Mobile,39,0,2023,2023-08,False
31473,1573,328,2024-08-20,13,TV,24,0,2024,2024-08,False
31474,65,64,2022-03-25,11,Mobile,27,0,2022,2022-03,False
31475,1247,497,2023-03-31,22,Mobile,113,1,2023,2023-03,True
31476,217,353,2023-08-27,1,Mobile,172,1,2023,2023-08,False
31477,1499,377,2022-12-16,22,TV,85,1,2022,2022-12,True
31478,92,324,2022-02-10,7,Mobile,85,0,2022,2022-02,False
31479,1190,392,2022-05-08,9,Web,30,0,2022,2022-05,False
31480,1898,16,2023-06-29,9,TV,79,0,2023,2023-06,False
31481,224,279,2023-08-15,4,Mobile,176,1,2023,2023-08,False
31482,854,337,2023-04-13,15,TV,77,0,2023,2023-04,False
31483,82,432,2023-11-08,20,TV,45,0,2023,2023-11,True
31484,1432,349,2024-11-14,12,TV,37,0,2024,2024-11,False
31485,1851,125,2022-03-15,16,TV,150,1,2022,2022-03,False
31486,4,329,2022-07-18,0,TV,156,1,2022,2022-07,False
31487,1092,124,2023-07-11,3,TV,138,1,2023,2023-07,False
31488,1587,108,2022-04-29,23,Mobile,93,1,2022,2022-04,True
31489,51,309,2023-03-13,20,TV,164,1,2023,2023-03,True
31490,965,167,2022-03-21,7,Web,32,0,2022,2022-03,False
31491,258,167,2022-02-23,16,Web,24,0,2022,2022-02,False
31492,1848,277,2022-06-02,9,Web,122,1,2022,2022-06,False
31493,1019,98,2022-05-03,11,Mobile,54,0,2022,2022-05,False
31494,1042,70,2023-10-04,14,Web,130,1,2023,2023-10,False
31495,1995,219,2023-10-03,21,TV,73,0,2023,2023-10,True
31496,1578,80,2024-12-01,23,Mobile,35,0,2024,2024-12,True
31497,628,368,2024-07-25,9,Web,176,1,2024,2024-07,False
31498,1259,350,2023-10-15,8,TV,173,1,2023,2023-10,False
31499,594,472,2024-10-01,22,Web,52,1,2024,2024-10,True
31500,1042,83,2023-12-15,9,Mobile,115,1,2023,2023-12,False
31501,1625,374,2024-10-21,1,Mobile,56,1,2024,2024-10,False
31502,1897,9,2023-11-05,13,TV,81,1,2023,2023-11,False
31503,1904,310,2024-07-18,21,TV,101,1,2024,2024-07,True
31504,992,93,2022-07-12,5,TV,97,1,2022,2022-07,False
31505,1791,362,2024-12-01,1,TV,136,1,2024,2024-12,False
31506,1785,38,2024-10-31,2,Mobile,112,1,2024,2024-10,False
31507,1093,21,2022-03-06,10,TV,116,1,2022,2022-03,False
31508,73,142,2024-12-22,12,TV,179,1,2024,2024-12,False
31509,239,176,2023-03-29,12,Mobile,179,1,2023,2023-03,False
31510,1315,381,2022-06-20,22,Mobile,167,1,2022,2022-06,True
31511,1661,96,2024-03-07,20,Mobile,30,0,2024,2024-03,True
31512,1824,394,2022-09-30,11,TV,14,0,2022,2022-09,False
31513,487,248,2024-01-04,10,Web,12,0,2024,2024-01,False
31514,1799,36,2023-09-17,9,TV,178,1,2023,2023-09,False
31515,1654,477,2023-12-28,21,Mobile,117,1,2023,2023-12,True
31516,971,286,2024-10-03,2,Web,29,0,2024,2024-10,False
31517,749,426,2024-02-10,19,Web,177,1,2024,2024-02,True
31518,945,45,2023-09-29,13,TV,18,0,2023,2023-09,False
31519,1351,226,2022-10-15,1,Web,45,0,2022,2022-10,False
31520,1622,94,2023-02-18,12,Mobile,6,0,2023,2023-02,False
31521,344,258,2022-06-18,9,Mobile,132,1,2022,2022-06,False
31522,671,393,2023-02-21,9,TV,172,1,2023,2023-02,False
31523,241,425,2022-01-15,1,Web,122,1,2022,2022-01,False
31524,1875,487,2023-03-15,18,Mobile,129,1,2023,2023-03,True
31525,815,132,2022-01-16,16,TV,29,0,2022,2022-01,False
31526,502,136,2024-10-16,5,Web,49,1,2024,2024-10,False
31527,407,384,2022-10-06,9,Mobile,119,1,2022,2022-10,False
31528,149,389,2024-04-24,19,Mobile,47,0,2024,2024-04,True
31529,943,165,2022-06-08,11,Web,50,0,2022,2022-06,False
31530,1544,172,2024-05-26,18,TV,65,0,2024,2024-05,True
31531,647,98,2022-01-26,14,Mobile,149,1,2022,2022-01,False
31532,810,393,2022-02-17,2,TV,101,1,2022,2022-02,False
31533,1273,56,2022-11-08,19,Mobile,13,0,2022,2022-11,True
31534,712,286,2022-12-05,23,Tablet,133,1,2022,2022-12,True
31535,1479,193,2024-06-03,16,Mobile,25,0,2024,2024-06,False
31536,642,274,2024-05-08,5,TV,28,0,2024,2024-05,False
31537,893,462,2023-07-27,1,TV,103,1,2023,2023-07,False
31538,1961,405,2022-05-10,12,Mobile,176,1,2022,2022-05,False
31539,1673,453,2024-05-30,6,Mobile,138,1,2024,2024-05,False
31540,1144,349,2022-10-14,8,Web,158,1,2022,2022-10,False
31541,784,215,2024-01-02,20,Mobile,48,0,2024,2024-01,True
31542,1984,486,2024-06-20,14,Mobile,113,1,2024,2024-06,False
31543,926,281,2022-09-28,5,TV,25,0,2022,2022-09,False
31544,688,182,2023-09-04,12,Mobile,43,0,2023,2023-09,False
31545,1193,429,2024-03-27,21,TV,112,1,2024,2024-03,True
31546,828,478,2023-08-19,23,Mobile,70,0,2023,2023-08,True
31547,1779,239,2023-03-05,20,TV,7,0,2023,2023-03,True
31548,424,414,2022-11-20,22,Web,165,1,2022,2022-11,True
31549,101,247,2024-01-16,3,Web,79,1,2024,2024-01,False
31550,861,247,2022-04-12,6,Mobile,120,1,2022,2022-04,False
31551,1897,265,2023-09-07,10,TV,177,1,2023,2023-09,False
31552,125,251,2024-08-05,8,Mobile,104,1,2024,2024-08,False
31553,1617,447,2022-09-04,19,TV,86,1,2022,2022-09,True
31554,2,451,2022-07-18,21,TV,82,1,2022,2022-07,True
31555,1116,397,2023-09-23,19,TV,123,1,2023,2023-09,True
31556,907,294,2023-07-31,15,TV,59,0,2023,2023-07,False
31557,320,57,2022-06-12,0,Mobile,25,0,2022,2022-06,False
31558,1493,169,2023-10-11,18,Mobile,138,1,2023,2023-10,True
31559,351,71,2022-03-29,17,Web,37,0,2022,2022-03,False
31560,875,21,2023-06-07,13,Mobile,126,1,2023,2023-06,False
31561,1117,317,2022-03-12,4,TV,133,1,2022,2022-03,False
31562,1037,150,2024-06-09,22,TV,99,1,2024,2024-06,True
31563,64,40,2024-11-26,6,Mobile,177,1,2024,2024-11,False
31564,892,109,2022-01-06,12,TV,178,1,2022,2022-01,False
31565,1310,34,2023-12-03,14,TV,139,1,2023,2023-12,False
31566,1054,65,2023-02-01,12,Mobile,173,1,2023,2023-02,False
31567,1461,249,2022-04-23,6,TV,11,0,2022,2022-04,False
31568,1552,337,2024-02-06,4,TV,30,0,2024,2024-02,False
31569,359,395,2024-08-19,14,Web,124,1,2024,2024-08,False
31570,1608,198,2022-02-22,6,Mobile,62,0,2022,2022-02,False
31571,1790,371,2022-06-08,9,Mobile,23,0,2022,2022-06,False
31572,1677,48,2024-10-05,22,TV,166,1,2024,2024-10,True
31573,1703,65,2022-01-26,20,TV,126,1,2022,2022-01,True
31574,425,164,2023-02-19,15,TV,117,1,2023,2023-02,False
31575,1305,319,2024-09-25,7,Mobile,32,0,2024,2024-09,False
31576,916,71,2023-10-14,11,Tablet,134,1,2023,2023-10,False
31577,1969,1,2022-08-02,14,Mobile,12,0,2022,2022-08,False
31578,1663,300,2022-01-11,19,Mobile,135,1,2022,2022-01,True
31579,324,204,2023-07-29,17,Mobile,113,1,2023,2023-07,False
31580,1884,214,2023-08-14,21,Mobile,160,1,2023,2023-08,True
31581,1395,211,2023-07-12,21,TV,56,1,2023,2023-07,True
31582,1086,468,2022-08-15,13,Mobile,72,1,2022,2022-08,False
31583,893,58,2024-11-12,4,Mobile,62,0,2024,2024-11,False
31584,986,305,2023-01-03,19,Mobile,116,1,2023,2023-01,True
31585,1542,384,2024-09-30,19,Mobile,109,1,2024,2024-09,True
31586,1530,383,2024-10-23,5,TV,21,0,2024,2024-10,False
31587,1105,43,2022-08-11,20,TV,5,0,2022,2022-08,True
31588,1984,168,2024-02-26,5,Mobile,43,0,2024,2024-02,False
31589,465,481,2023-06-01,17,Mobile,173,1,2023,2023-06,False
31590,852,378,2023-12-09,0,Web,73,0,2023,2023-12,False
31591,1198,462,2023-08-20,15,Web,96,1,2023,2023-08,False
31592,331,368,2024-12-18,4,Tablet,21,0,2024,2024-12,False
31593,998,35,2023-10-17,14,Web,97,1,2023,2023-10,False
31594,1669,496,2022-07-15,18,TV,58,0,2022,2022-07,True
31595,1351,418,2024-07-15,10,Mobile,54,0,2024,2024-07,False
31596,1421,331,2022-03-08,14,Web,59,0,2022,2022-03,False
31597,324,1,2024-02-25,15,TV,52,0,2024,2024-02,False
31598,291,459,2024-04-21,18,Web,96,1,2024,2024-04,True
31599,884,446,2023-08-12,0,TV,133,1,2023,2023-08,False
31600,648,434,2022-01-26,12,Mobile,83,1,2022,2022-01,False
31601,21,150,2023-01-01,12,Mobile,84,1,2023,2023-01,False
31602,1107,460,2024-05-03,8,Web,133,1,2024,2024-05,False
31603,1509,5,2024-07-25,22,Tablet,59,1,2024,2024-07,True
31604,1463,287,2023-07-09,2,TV,126,1,2023,2023-07,False
31605,207,385,2023-05-29,13,TV,87,1,2023,2023-05,False
31606,1562,112,2022-09-06,9,Mobile,120,1,2022,2022-09,False
31607,762,484,2023-05-29,15,TV,121,1,2023,2023-05,False
31608,312,293,2023-12-03,21,Mobile,44,0,2023,2023-12,True
31609,944,82,2024-10-28,19,TV,36,0,2024,2024-10,True
31610,434,461,2023-06-26,9,TV,155,1,2023,2023-06,False
31611,1346,64,2022-03-24,1,Mobile,29,0,2022,2022-03,False
31612,1489,487,2022-07-27,13,TV,118,1,2022,2022-07,False
31613,1452,490,2023-06-24,6,TV,110,1,2023,2023-06,False
31614,233,474,2024-06-01,21,TV,106,1,2024,2024-06,True
31615,698,162,2023-10-15,16,Mobile,146,1,2023,2023-10,False
